1
//Name
"Swords"
"Axes"
"Maces"
"Spears"
"Bows"
"Stafs"
"Shields"
"Helm"
"Armor"
"Pants"
"Gloves"
"Boots"
"Misc1"
"Misc2"
"Misc3"
"Scrolls"
end
2
//
0	0	0	0	6	11	0	1	1	1	1	1	1	1	560	840	1050	1400	"Kris"
0	1	0	0	3	7	0	1	1	1	1	1	1	1	320	480	600	800	"Short Sword"
0	2	0	0	9	15	0	0	1	1	1	1	1	0	840	1260	1575	2100	"Rapier"
0	3	1	0	16	26	0	0	1	0	1	1	0	0	1480	2220	2775	3700	"Katache"
0	4	1	0	12	18	0	0	1	0	1	1	0	0	1080	1620	2025	2700	"Scimitar"
0	5	1	0	36	47	0	1	1	1	1	1	0	0	3080	4620	5775	7700	"Blade"
0	6	1	0	20	30	0	0	1	1	1	1	0	0	1800	2700	3375	4500	"Gladius"
0	7	1	0	24	34	0	0	1	0	1	1	0	0	2120	3180	3975	5300	"Falchion"
0	8	1	0	30	40	0	0	1	0	1	1	0	0	2600	3900	4875	6500	"Serpent Sword"
0	9	1	0	32	46	0	0	1	0	1	0	0	0	2840	4260	5325	7100	"Sword of Salamander"
0	10	1	0	47	61	0	0	1	1	1	0	0	0	3760	5640	7050	9400	"Light Saber"
0	11	1	0	56	72	0	0	1	0	1	0	0	0	4320	6480	8100	10800	"Legendary Sword"
0	12	1	0	73	98	0	0	1	0	1	0	0	0	5640	8460	10575	14100	"Heliacal Sword"
0	13	1	0	48	56	0	0	1	1	1	0	0	0	4000	6000	7500	10000	"Double Blade"
0	14	1	0	59	67	0	0	1	1	1	0	0	0	4880	7320	9150	12200	"Lighting Sword"
0	15	1	0	60	85	0	0	1	0	1	0	0	0	4960	7440	9300	12400	"Giant Sword"
0	16	1	0	82	90	0	0	1	0	1	0	0	0	6720	10080	12600	16800	"Sword of Destruction"
0	17	1	0	128	153	0	0	2	0	0	0	0	0	9760	14640	18300	24400	"Dark Breaker"
0	18	1	0	140	168	0	0	0	0	1	0	0	0	10360	15540	19425	25900	"Thunder Blade"
0	19	1	0	120	130	0	0	1	0	1	1	0	0	8440	12660	15825	21100	"Divine Sword of Archangel"
0	20	1	0	107	115	0	0	2	0	0	0	0	0	10040	15060	18825	25100	"Knight Blade"
0	21	1	0	115	142	115	0	0	0	1	0	0	0	10766	16149	20186	26915	"Dark Reign Blade"
0	22	1	0	122	135	0	0	2	0	0	0	0	0	11000	16500	20625	27500	"Bone Blade"
0	23	1	0	127	155	134	0	0	0	1	0	0	0	11574	17360	21700	28934	"Explosion Blade"
0	24	1	0	182	218	0	0	2	0	0	0	0	0	12600	18900	23625	31500	"Daybreak"
0	25	1	0	109	136	108	0	0	0	1	0	0	0	9523	14285	17856	23808	"Sword Dancer"
0	26	1	0	115	126	0	0	2	0	0	0	0	0	10280	15420	19275	25700	"Flamberge"
0	27	1	0	91	99	0	0	2	0	0	0	0	0	9120	13680	17100	22800	"Sword Bracker"
0	28	1	0	98	122	109	0	0	0	1	0	0	0	10004	15005	18757	25009	"Imperial Sword"
0	31	1	0	104	130	104	0	0	0	1	0	0	0	8722	13082	16353	21804	"Rune Blade"
0	32	1	0	52	58	0	0	0	0	0	0	0	1	4280	6420	8025	10700	"Sacred Glove"
0	33	1	0	82	88	0	0	0	0	0	0	0	1	6680	10020	12525	16700	"Storm Hard Glove"
0	34	1	0	95	101	0	0	0	0	0	0	0	1	8120	12180	15225	20300	"Piercing Blade Glove"
0	35	1	0	122	128	0	0	0	0	0	0	0	1	10880	16320	20400	27200	"Phoenix Soul Star"
1	0	0	0	1	6	0	1	1	1	1	1	1	1	160	240	300	400	"Small Axe"
1	1	0	0	4	9	0	1	1	1	1	1	1	1	400	600	750	1000	"Hand Axe"
1	2	1	0	14	24	0	0	1	0	1	1	0	0	1320	1980	2475	3300	"Double Axe"
1	3	1	0	18	28	0	0	1	0	1	1	0	1	1640	2460	3075	4100	"Tomahawk"
1	4	0	0	26	38	0	1	0	1	1	0	1	0	2320	3480	4350	5800	"Elven Axe"
1	5	1	0	36	44	0	0	1	1	1	0	0	0	2800	4200	5250	7000	"Battle Axe"
1	6	1	0	38	50	0	0	1	1	1	0	0	0	3120	4680	5850	7800	"Nikkea Axe"
1	7	1	0	54	67	0	0	1	0	1	0	0	0	4240	6360	7950	10600	"Larkan Axe"
1	8	1	0	69	89	0	1	1	0	1	0	0	0	5320	7980	9975	13300	"Crescent Axe"
2	0	0	0	7	13	0	0	1	0	1	1	0	1	680	1020	1275	1700	"Mace"
2	1	1	0	13	22	0	0	1	0	1	1	0	1	1200	1800	2250	3000	"Morning Star"
2	2	0	0	22	32	0	0	1	0	1	1	0	1	1960	2940	3675	4900	"Flail"
2	3	1	0	45	56	0	0	1	0	1	0	0	1	3520	5280	6600	8800	"Great Hammer"
2	4	1	0	78	107	0	1	1	1	1	0	0	1	6320	9480	11850	15800	"Crystal Morning Star"
2	5	1	0	89	120	0	1	1	1	1	0	0	0	7040	10560	13200	17600	"Crystal Sword"
2	6	1	0	102	130	0	0	1	0	1	0	0	0	7640	11460	14325	19100	"Chaos Dragon Axe"
2	7	0	0	62	80	0	0	0	2	0	0	0	0	6440	9660	12075	16100	"Elemental Mace"
2	8	1	0	41	52	3	0	0	0	0	1	0	0	4001	6002	7502	10003	"Battle Scepter"
2	9	1	0	57	68	20	0	0	0	0	1	0	0	5368	8052	10065	13420	"Master Scepter"
2	10	1	0	74	85	35	0	0	0	0	1	0	0	6454	9681	12101	16135	"Great Scepter"
2	11	1	0	91	102	52	0	0	0	0	1	0	0	7781	11671	14589	19452	"Lord Scepter"
2	12	1	0	108	120	67	0	0	0	0	1	0	0	10187	15280	19100	25467	"Great Lord Scepter"
2	13	1	0	120	143	78	0	0	0	0	1	0	0	11271	16907	21134	28178	"Divine Scepter of Archangel"
2	14	1	0	130	153	84	0	0	0	0	1	0	0	11514	17270	21588	28784	"Solay Scepter"
2	15	1	0	99	111	60	0	0	0	0	1	0	0	8624	12936	16170	21560	"Shining Scepter"
2	16	0	0	106	146	0	0	0	2	0	0	0	0	9880	14820	18525	24700	"Frost mace"
2	17	1	0	114	132	72	0	0	0	0	1	0	0	10349	15523	19404	25872	"Absolute Scepter"
2	18	1	0	112	124	70	0	0	0	0	1	0	0	10628	15942	19928	26570	"Stryker Scepter"
3	0	1	0	50	63	0	0	1	1	1	0	0	0	3920	5880	7350	9800	"Light Spear"
3	1	0	0	30	41	0	0	1	1	1	0	0	0	2320	3480	4350	5800	"Spear"
3	2	0	0	21	33	0	0	1	1	1	0	0	0	1680	2520	3150	4200	"Dragon Lance"
3	3	0	0	35	43	0	0	1	1	1	0	0	0	2720	4080	5100	6800	"Giant Trident"
3	4	1	0	58	80	0	0	1	1	1	0	0	0	4600	6900	8625	11500	"Serpent Spear"
3	5	0	0	19	31	0	0	1	1	1	0	0	0	1520	2280	2850	3800	"Double Poleaxe"
3	6	0	0	25	35	0	0	1	1	1	0	0	0	1960	2940	3675	4900	"Halberd"
3	7	1	0	42	54	0	0	1	1	1	0	0	0	3400	5100	6375	8500	"Berdysh"
3	8	1	0	71	92	0	0	1	1	1	0	0	0	5400	8100	10125	13500	"Great Scythe"
3	9	1	0	76	102	0	0	1	1	1	0	0	0	6080	9120	11400	15200	"Bill of Balrog"
3	10	1	0	112	140	0	0	2	0	0	0	0	0	8720	13080	16350	21800	"Dragon Spear"
3	11	1	0	190	226	0	0	2	0	1	0	0	0	14200	21300	26625	35500	"Beuroba"
4	0	1	0	3	5	0	0	0	1	0	0	0	0	240	360	450	600	"Short Bow"
4	1	1	0	9	13	0	0	0	1	0	0	0	0	760	1140	1425	1900	"Bow"
4	2	1	0	17	24	0	0	0	1	0	0	0	0	1440	2160	2700	3600	"Elven Bow"
4	3	1	0	28	37	0	0	0	1	0	0	0	0	2320	3480	4350	5800	"Battle Bow"
4	4	1	0	42	52	0	0	0	1	0	0	0	0	3480	5220	6525	8700	"Tiger Bow"
4	5	1	0	59	71	0	0	0	1	0	0	0	0	4840	7260	9075	12100	"Silver Bow"
4	6	1	0	88	106	0	0	0	1	0	0	0	0	6880	10320	12900	17200	"Chaos Nature Bow"
4	8	1	0	5	8	0	0	0	1	0	0	0	0	400	600	750	1000	"Crossbow"
4	9	1	0	13	19	0	0	0	1	0	0	0	0	1120	1680	2100	2800	"Golden Crossbow"
4	10	1	0	22	30	0	0	0	1	0	0	0	0	1840	2760	3450	4600	"Arquebus"
4	11	1	0	35	44	0	0	0	1	0	0	0	0	2840	4260	5325	7100	"Light Crossbow"
4	12	1	0	50	61	0	0	0	1	0	0	0	0	4120	6180	7725	10300	"Serpent Crossbow"
4	13	1	0	68	82	0	0	0	1	0	0	0	0	5720	8580	10725	14300	"Bluewing Crossbow"
4	14	1	0	78	92	0	0	0	1	0	0	0	0	6280	9420	11775	15700	"Aquagold Crossbow"
4	16	1	0	102	127	0	0	0	1	0	0	0	0	7920	11880	14850	19800	"Saint Crossbow"
4	17	1	0	127	155	0	0	0	2	0	0	0	0	9320	13980	17475	23300	"Celestial Bow"
4	18	1	0	144	166	0	0	0	1	0	0	0	0	10200	15300	19125	25500	"Divine CB of Archangel"
4	19	1	0	150	172	0	0	0	2	0	0	0	0	10440	15660	19575	26100	"Great Reign Crossbow"
4	20	1	0	166	190	0	0	0	2	0	0	0	0	12520	18780	23475	31300	"Arrow Viper Bow"
4	21	1	0	177	200	0	0	0	2	0	0	0	0	13400	20100	25125	33500	"Sylph Wind Bow"
4	22	1	0	155	177	0	0	0	2	0	0	0	0	11040	16560	20700	27600	"Albatross Bow"
4	23	1	0	162	184	0	0	0	2	0	0	0	0	12280	18420	23025	30700	"Stinger Bow"
4	24	1	0	170	194	0	0	0	2	0	0	0	0	13160	19740	24675	32900	"Air Lyn Bow"
5	0	0	0	3	4	6	1	0	0	1	0	1	0	362	544	680	906	"Skull Staff"
5	1	0	0	10	12	20	1	0	0	1	0	0	0	1168	1752	2190	2920	"Angelic Staff"
5	2	0	0	17	18	34	1	0	0	1	0	0	0	1894	2840	3550	4734	"Serpent Staff"
5	3	0	0	23	25	46	1	0	0	1	0	0	0	2658	3988	4984	6646	"Thunder Staff"
5	4	0	0	29	32	58	1	0	0	1	0	0	0	3303	4955	6194	8258	"Gorgon Staff"
5	5	0	0	29	31	59	1	0	0	1	0	0	0	3584	5375	6719	8959	"Legendary Staff"
5	6	0	0	35	39	70	1	0	0	1	0	0	0	4308	6462	8078	10770	"Staff of Resurrection"
5	7	0	0	47	48	94	1	0	0	1	0	0	0	4918	7376	9220	12294	"Chaos Lighting Staff"
5	8	0	0	50	54	101	1	0	0	1	0	0	0	5720	8581	10726	14301	"Staff of Destruction"
5	9	0	0	46	48	92	2	0	0	0	0	0	0	5917	8875	11094	14792	"Dragon Soul Staff"
5	10	0	0	53	55	106	1	0	0	1	0	0	0	6362	9544	11930	15906	"Divine Staff of Archangel"
5	11	0	0	55	61	110	2	0	0	1	0	0	0	7964	11946	14932	19910	"Staff of Kundun"
5	12	0	0	66	74	130	2	0	0	0	0	0	0	8732	13098	16372	21830	"Grand Viper Staff"
5	13	0	0	51	53	120	2	0	0	0	0	0	0	6528	9792	12240	16320	"Platina Staff"
5	14	0	0	17	18	34	0	0	0	0	0	1	0	1814	2720	3400	4534	"Mistery Staff"
5	15	0	0	23	25	46	0	0	0	0	0	1	0	2658	3988	4984	6646	"Violent Wind Staff"
5	16	0	0	29	31	59	0	0	0	0	0	1	0	3584	5375	6719	8959	"Red Wing Staff"
5	17	0	0	38	40	76	0	0	0	0	0	1	0	4710	7066	8832	11776	"Ancient Staff"
5	18	0	0	46	48	92	0	0	0	0	0	2	0	5917	8875	11094	14792	"Black Rose Staff"
5	19	0	0	51	53	110	0	0	0	0	0	2	0	6524	9786	12232	16310	"Aura Staff"
5	20	0	0	56	58	113	0	0	0	0	0	2	0	7525	11288	14110	18813	"Lilium Staff"
5	21	1	0	0	0	46	0	0	0	0	0	1	0	2098	3148	3934	5246	"Book of Sahamutt"
5	22	1	0	0	0	59	0	0	0	0	0	1	0	2384	3575	4469	5959	"Book of Neil"
5	23	1	0	0	0	72	0	0	0	0	0	1	0	2629	3943	4929	6572	"Book of Ghost Phantom"
5	30	0	0	57	59	126	0	0	0	1	0	0	0	7890	11836	14794	19726	"Deadly Staff"
5	31	0	0	57	61	124	2	0	0	0	0	0	0	7890	11834	14793	19724	"Imperial Staff"
5	32	0	0	70	80	135	0	0	0	0	0	3	0	8254	12381	15476	20635	"Merlin Staff"
5	33	0	0	55	57	124	2	0	0	1	0	0	0	8170	12254	15318	20424	"Chroma ticks staff"
5	34	0	0	70	78	130	0	0	0	0	0	2	0	8892	13338	16672	22230	"Raven Stick"
